Abaco
Niso
Noè
Norberto
Nunzio
Obizzo
Oddo
Olao
Olcese
Oliviero
Omero
Onesto
Onofrio
Onorato
Onorio
Orazio
Oreste
Orfeo
Orlando
Oronzo
Osea
Osvaldo
Otello
Ottaviano
Ottavio
Ottorino
Pacomio
Palamede
Palinuro
Palmiro
Pancrazio
Pandolfo
Paolo
Paride
Pasquale
Patrizio
Pelagio
Pepe
Peppe
Peppenuzzo
Peppinello
Peppinetto
Peppino
Peppo
Peppone
Peppuccio
Perseo
Persio
Petronio
Pico
Pierangelo
Pierluigi
Piero
Pietro
Pilade
Pinuccio
Pio
Pippo
Pirro
Poldo
Policarpo
Pompilio
Porfirio
Primo
Prisciano
Procopio
Properzio
Prospero
Provino
Puccio
Quintino
Quinto
Quirino
Remigio
Remo
Renato
Ricardo
Riccardo
Ricciardo
Ricciotti
Rinaldo
Roberto
Rocco
Rodolfo
Rodrigo
Rogaziano
Roggero
Rolando
Romano
Romeo
Romolo
Romualdo
Ronaldo
Rosario
Ruben
Ruberto
Ruggero
Ruggiero
Rutilio
Sabino
Sallustio
Salomone
Salvatore
Samuele
Sandro
Sansone
Saverio
Scipione
Sebastiano
Sedecia
Selenio
Seleno
Seleuco
Sempronio
Seppe
Serafino
Sergio
Serse
Sertorio
Sestino
Severino
Siffredo
Sifrido
Sigfredo
Sigfrido
Sigifredo
Sigifrido
Sigisfrido
Sigismondo
Sila
Silvano
Silvestro
Silvio
Simone
Sinforiano
Sinibaldo
Sirio
Siro
Sisinnio
Sofonia
Sotero
Spartaco
Sperandio
Spiridione
Stanislao
Stefano
Stelio
Stelvio
Taddeo
Tammaro
Tancredi
Tarasio
Tarcisio
Tazio
Tebaldello
Tegghiaio
Telemaco
Temistocle
Teobaldo
Teocrito
Teodorico
Teodoro
Teodosio
Teofilo
Terenzio
Tiberio
Timoteo
Tirso
Tito
Tiziano
Tobia
Tommaso
Tonino
Tonio
Tony
Torquato
Traiano
Trifone
Tristano
Tullo
Uberto
Ueli
Ugo
Ugolino
Ulderico
Ulisse
Ulrico
Umberto
Uria
Uriele
Valdemaro
Valdo
Valentino
Valerio
Vasco
Venanzio
Venedico
Vilfredo
Vincenzo
Vinicio
Virgilio
Vitaliano
Vito
Vittorio
Vivenzio
Walter
Zaccaria
Zaccheo
Zeno
Zenone
Zoilo
Zosimo
